,Date_x,P,D,E,CPI,Date Fraction,Long Interest Rate GS10,Real Price,Real Dividend,Real TR Price ,Real Earnings,Real TR Scaled  Earnings ,CAPE,TR CAPE,Excess CAPE Yield,Monthly Total Bond Returns,Real Total BondReturns,10 year anualized stock real return,10 year annualized Real Return,Real 10 year excess annualizedReturns,Real TR Price  float,Real TR Scaled  Earnings  float,Excess CAPE Yield float,10 year anualized stock real return float,10 year annualized Real Return float,Real 10 year excess annualizedReturns float,proxy,Date_y,PFE,Real PFE,PFE10,Accounting Adjusted CAPE
1448,1991.09,387.2,12.28,17.82,137.2,1991.71,7.65,770.46,24.43,272276.41,35.46,"12,530.90",18.36,21.66,1.74%,1.01,19.12,9.81%,5.82%,3.99%,272276.41,12530.9,1.74,9.81,5.82,3.99,199171,1991-09-16,19.62,39.04181818181818,41.6845564476108,18.48310419155629
1449,1991.1,386.88,12.25,17.2,137.4,1991.79,7.53,768.7,24.35,272372.38,34.18,"12,111.52",18.35,21.64,1.86%,1.01,19.37,10.19%,5.90%,4.30%,272372.38,12111.52,1.86,10.19,5.9,4.3,199179,1991-10-15,18.17,36.107593023255816,41.61278638947126,18.472687524584853
1450,1991.11,385.92,12.23,16.59,137.8,1991.87,7.42,764.57,24.22,271623.09,32.86,"11,674.26",18.29,21.56,1.98%,1.03,19.59,10.79%,5.77%,5.01%,271623.09,11674.26,1.98,10.79,5.77,5.01,199187,1991-11-14,18.04,35.73203134418324,41.538303317339455,18.40638492523221
1451,1991.12,388.51,12.2,15.97,137.9,1991.96,7.09,769.14,24.15,273962.77,31.62,"11,261.45",18.44,21.73,2.24%,1.01,20.15,10.90%,5.19%,5.71%,273962.77,11261.45,2.24,10.9,5.19,5.71,199196,1991-12-16,17.97,35.57992485911083,41.46305269116538,18.55000898580442
1452,1992.01,416.08,12.24,16.05,138.1,1992.04,7.03,822.53,24.2,293697.41,31.72,"11,326.85",19.77,23.29,1.92%,0.98,20.33,10.07%,5.16%,4.91%,293697.41,11326.85,1.92,10.07,5.16,4.91,199204,1992-01-15,15.57,30.771364485981305,41.35331406188189,19.890304287805094
1453,1992.02,412.56,12.28,16.12,138.6,1992.12,7.34,812.63,24.19,290881.94,31.76,"11,367.99",19.58,23.06,1.66%,0.99,19.93,9.76%,5.47%,4.28%,290881.94,11367.99,1.66,9.76,5.47,4.28,199212,1992-02-14,15.55,30.63697270471464,41.24803883442119,19.701057867552873
1454,1992.03,407.36,12.32,16.19,139.3,1992.21,7.54,798.35,24.14,286492.53,31.73,"11,386.28",19.28,22.7,1.60%,1.01,19.68,10.39%,5.29%,5.10%,286492.53,11386.28,1.6,10.39,5.29,5.1,199221,1992-03-16,15.53,30.436497838171707,41.145176316405944,19.403246540024462
1455,1992.04,407.41,12.32,16.48,139.5,1992.29,7.48,797.31,24.11,286837.92,32.26,"11,605.10",19.3,22.71,1.63%,1.01,19.85,9.92%,5.24%,4.69%,286837.92,11605.1,1.63,9.92,5.24,4.69,199229,1992-04-15,15.53,30.400351941747566,41.04859591592051,19.4235632720087
1456,1992.05,414.81,12.32,16.77,139.7,1992.37,7.39,810.63,24.08,292351.59,32.77,"11,816.91",19.66,23.13,1.54%,1.02,20.07,9.40%,5.21%,4.19%,292351.59,11816.91,1.54,9.4,5.21,4.19,199237,1992-05-14,15.62,30.52280262373286,40.961369271118286,19.790109911476332
1457,1992.06,408.27,12.32,17.05,140.2,1992.46,7.26,795.0,23.99,287437.11,33.2,"12,003.83",19.32,22.72,1.67%,1.04,20.31,8.92%,5.31%,3.60%,287437.11,12003.83,1.67,8.92,5.31,3.6,199246,1992-06-16,15.11,29.42240469208211,40.8742226435523,19.449911180767305
1458,1992.07,415.05,12.34,17.38,140.5,1992.54,6.84,806.48,23.98,292309.18,33.77,"12,240.29",19.62,23.07,1.98%,1.02,21.0,7.49%,5.22%,2.27%,292309.18,12240.29,1.98,7.49,5.22,2.27,199254,1992-07-15,16.1,31.282911392405072,40.80899690515568,19.7623088328866
1459,1992.08,417.93,12.37,17.71,140.9,1992.62,6.59,809.77,23.96,294225.63,34.31,"12,467.96",19.72,23.18,2.21%,1.02,21.44,7.51%,5.34%,2.17%,294225.63,12467.96,2.21,7.51,5.34,2.17,199262,1992-08-14,16.13,31.249028797289665,40.748905478466426,19.872190197302828
1460,1992.09,418.48,12.4,18.04,141.3,1992.71,6.42,808.54,23.96,294504.24,34.85,"12,695.60",19.71,23.16,2.39%,0.99,21.76,6.95%,5.53%,1.42%,294504.24,12695.6,2.39,6.95,5.53,1.42,199271,1992-09-16,16.17,31.237500000000004,40.69413464513309,19.8687109838002
1461,1992.1,412.5,12.39,18.39,141.8,1992.79,6.59,794.17,23.85,289996.09,35.41,"12,928.55",19.37,22.76,2.31%,0.99,21.54,6.95%,5.60%,1.36%,289996.09,12928.55,2.31,6.95,5.6,1.36,199279,1992-10-15,16.86,32.46398042414355,40.657584482000956,19.53313287343909
1462,1992.11,422.84,12.38,18.74,142.0,1992.87,6.87,812.93,23.81,297571.09,36.03,"13,188.16",19.83,23.3,1.95%,1.01,21.19,7.37%,5.71%,1.66%,297571.09,13188.16,1.95,7.37,5.71,1.66,199287,1992-11-16,16.89,32.473143009605124,40.62761067374766,20.009298763052556
1463,1992.12,435.64,12.39,19.09,141.9,1992.96,6.77,838.13,23.84,307522.20,36.73,"13,475.80",20.45,24.02,1.93%,1.02,21.48,6.93%,5.64%,1.29%,307522.2,13475.8,1.93,6.93,5.64,1.29,199296,1992-12-16,16.94,32.59330539549502,40.60455488537679,20.641280328425463
1464,1993.01,435.23,12.41,19.34,142.6,1993.04,6.6,833.23,23.76,306451.25,37.03,"13,617.55",20.32,23.87,2.16%,1.03,21.76,6.89%,5.48%,1.42%,306451.25,13617.55,2.16,6.89,5.48,1.42,199304,1993-01-15,17.93,34.33029472595657,40.59830734142643,20.523762062113704
1465,1993.02,441.7,12.45,19.59,143.1,1993.12,6.26,842.67,23.75,310647.96,37.37,"13,777.66",20.55,24.12,2.48%,1.03,22.35,5.96%,5.28%,0.68%,310647.96,13777.66,2.48,5.96,5.28,0.68,199312,1993-02-15,18.05,34.43228688106176,40.59490973210193,20.75802127806254
1466,1993.03,450.16,12.48,19.84,143.6,1993.21,5.98,855.81,23.73,316224.41,37.72,"13,937.03",20.86,24.48,2.72%,1.01,22.85,5.85%,5.09%,0.75%,316224.41,13937.03,2.72,5.85,5.09,0.75,199321,1993-03-16,18.07,34.35485887096774,40.59261688936,21.082897964736095
1467,1993.04,443.08,12.49,19.67,144.0,1993.29,5.97,840.02,23.69,311115.65,37.29,"13,811.60",20.46,24.01,2.78%,1.0,22.92,6.59%,4.99%,1.60%,311115.65,13811.6,2.78,6.59,4.99,1.6,199329,1993-04-15,19.17,36.34210981189629,40.60755113779247,20.686300366884563
1468,1993.05,445.25,12.51,19.5,144.2,1993.37,6.04,842.96,23.68,312936.53,36.92,"13,705.25",20.52,24.07,2.65%,1.01,22.88,7.10%,5.39%,1.70%,312936.53,13705.25,2.65,7.1,5.39,1.7,199337,1993-05-14,19.0,35.973333333333336,40.61991224890358,20.752383580610847
1469,1993.06,448.06,12.52,19.33,144.4,1993.46,5.96,847.1,23.67,315207.60,36.55,"13,598.54",20.61,24.18,2.69%,1.02,23.1,7.60%,5.52%,2.08%,315207.6,13598.54,2.69,7.6,5.52,2.08,199346,1993-06-16,18.98,35.8882048629074,40.63114728942781,20.848537550905306
1470,1993.07,447.29,12.52,19.69,144.4,1993.54,5.81,845.65,23.67,315399.89,37.23,"13,884.11",20.56,24.12,2.81%,1.01,23.48,7.65%,4.80%,2.85%,315399.89,13884.11,2.81,7.65,4.8,2.85,199354,1993-07-15,18.63,35.225744032503805,40.63261182303201,20.81210047936558
1471,1993.08,454.13,12.52,20.05,144.8,1993.62,5.68,856.21,23.6,320072.08,37.8,"14,131.30",20.81,24.41,2.88%,1.03,23.75,7.43%,4.27%,3.16%,320072.08,14131.3,2.88,7.43,4.27,3.16,199362,1993-08-16,18.64,35.14174563591022,40.62887636999793,21.07392762238095
1472,1993.09,459.24,12.52,20.41,145.1,1993.71,5.36,864.05,23.56,323738.24,38.4,"14,387.90",20.99,24.61,3.12%,1.01,24.4,7.61%,4.14%,3.47%,323738.24,14387.9,3.12,7.61,4.14,3.47,199371,1993-09-16,18.54,34.88172464478197,40.61905740870444,21.27203473251545
1473,1993.1,463.9,12.54,20.9,145.7,1993.79,5.33,869.23,23.5,326410.21,39.16,"14,705.70",21.11,24.74,3.14%,0.97,24.46,7.75%,4.15%,3.60%,326410.21,14705.7,3.14,7.75,4.15,3.6,199379,1993-10-15,19.67,36.85536842105264,40.62110214554655,21.398483893556715
1474,1993.11,462.89,12.56,21.39,145.8,1993.87,5.72,866.74,23.52,326212.11,40.05,"15,074.16",21.04,24.65,2.75%,1.0,23.84,7.92%,4.48%,3.44%,326212.11,15074.16,2.75,7.92,4.48,3.44,199387,1993-11-15,19.72,36.923141654978956,40.61887832600471,21.338353881749175
1475,1993.12,465.95,12.58,21.89,145.8,1993.96,5.77,872.47,23.56,329107.37,40.99,"15,461.23",21.16,24.78,2.66%,1.01,23.86,8.16%,4.54%,3.62%,329107.37,15461.23,2.66,8.16,4.54,3.62,199396,1993-12-16,19.79,37.05765646413888,40.612608796539206,21.482737156110673
1476,1994.01,472.99,12.62,22.16,146.2,1994.04,5.75,883.23,23.57,333906.76,41.37,"15,641.50",21.41,25.06,2.60%,0.99,23.94,8.47%,4.59%,3.88%,333906.76,15641.5,2.6,8.47,4.59,3.88,199404,1994-01-17,21.11,39.40977888086642,40.618606953879755,21.74446802183197
1477,1994.02,471.58,12.67,22.43,146.7,1994.12,5.97,877.59,23.57,332519.34,41.75,"15,818.11",21.26,24.88,2.39%,0.97,23.58,8.57%,4.79%,3.79%,332519.34,15818.11,2.39,8.57,4.79,3.79,199412,1994-02-14,21.15,39.36747659384753,40.61675259216181,21.606601808175
1478,1994.03,463.81,12.71,22.71,147.2,1994.21,6.48,860.2,23.57,326674.01,42.12,"15,995.27",20.83,24.36,2.00%,0.97,22.75,8.53%,5.35%,3.18%,326674.01,15995.27,2.0,8.53,5.35,3.18,199421,1994-03-16,21.03,39.00412153236459,40.603453604931524,21.185390000803373
1479,1994.04,447.23,12.75,23.54,147.4,1994.29,6.97,828.33,23.62,315316.38,43.6,"16,596.71",20.06,23.44,1.66%,0.99,22.04,8.98%,5.23%,3.75%,315316.38,16596.71,1.66,8.98,5.23,3.75,199429,1994-04-15,21.62,40.043840271877656,40.593485607197174,20.405490871499296
1480,1994.05,450.9,12.8,24.37,147.5,1994.37,7.18,834.56,23.68,318439.70,45.11,"17,210.86",20.2,23.59,1.39%,1.01,21.83,8.53%,5.00%,3.53%,318439.7,17210.86,1.39,8.53,5.0,3.53,199437,1994-05-16,21.46,39.7234550677062,40.57493106609471,20.568365196740316
1481,1994.06,454.83,12.84,25.2,148.0,1994.46,7.1,838.99,23.68,320883.12,46.48,"17,778.63",20.29,23.69,1.45%,0.99,22.01,8.72%,4.91%,3.80%,320883.12,17778.63,1.45,8.72,4.91,3.8,199446,1994-06-16,21.66,39.95066666666666,40.55243662165027,20.689015750833505
1482,1994.07,451.4,12.87,25.91,148.4,1994.54,7.3,830.41,23.68,318359.47,47.67,"18,273.58",20.07,23.42,1.29%,1.01,21.77,8.57%,5.28%,3.30%,318359.47,18273.58,1.29,8.57,5.28,3.3,199454,1994-07-15,23.79,43.76956001543805,40.56051628844559,20.473358723901587
1483,1994.08,464.24,12.9,26.62,149.0,1994.62,7.24,850.6,23.64,326851.82,48.77,"18,742.02",20.54,23.95,1.24%,0.99,21.91,8.13%,5.43%,2.70%,326851.82,18742.02,1.24,8.13,5.43,2.7,199462,1994-08-15,24.32,44.55621337340346,40.57390139989062,20.964215188887234
1484,1994.09,466.96,12.92,27.33,149.4,1994.71,7.46,853.29,23.61,328642.63,49.94,"19,234.63",20.58,23.98,0.99%,0.99,21.64,8.35%,5.70%,2.65%,328642.63,19234.63,0.99,8.35,5.7,2.65,199471,1994-09-16,24.21,44.23883644346871,40.583725036919525,21.02542334947695
1485,1994.1,463.81,13.01,28.42,149.5,1994.79,7.74,846.97,23.76,326970.05,51.9,"20,035.12",20.4,23.75,0.73%,0.99,21.34,8.36%,5.85%,2.50%,326970.05,20035.12,0.73,8.36,5.85,2.5,199479,1994-10-17,26.16,47.77283603096411,40.62349867051089,20.849262808937386
1486,1994.11,461.01,13.1,29.51,149.7,1994.87,7.96,840.73,23.88,325330.32,53.82,"20,824.92",20.21,23.51,0.57%,1.02,21.13,8.91%,5.91%,3.00%,325330.32,20824.92,0.57,8.91,5.91,3.0,199487,1994-11-14,26.31,47.98387665198238,40.664447642610746,20.674816670054327
1487,1994.12,455.19,13.17,30.6,149.7,1994.96,7.81,830.12,24.02,321997.69,55.8,"21,646.19",19.91,23.15,0.79%,1.01,21.49,9.36%,5.78%,3.58%,321997.69,21646.19,0.79,9.36,5.78,3.58,199496,1994-12-16,26.24,47.84941176470587,40.70369274064996,20.39421841377492
1488,1995.01,465.25,13.18,31.25,150.3,1995.04,7.78,845.07,23.94,328574.08,56.76,"22,069.73",20.22,23.49,0.77%,1.03,21.59,8.97%,5.75%,3.21%,328574.08,22069.73,0.77,8.97,5.75,3.21,199504,1995-01-16,29.92,54.3442944,40.799561860649966,20.712722427910343
1489,1995.02,481.92,13.18,31.9,150.9,1995.12,7.47,871.87,23.84,339766.28,57.71,"22,490.34",20.8,24.14,0.93%,1.03,22.11,8.72%,5.52%,3.20%,339766.28,22490.34,0.93,8.72,5.52,3.2,199512,1995-02-14,30.17,54.580272727272735,40.90081413337724,21.31669059586048
1490,1995.03,493.15,13.17,32.55,151.4,1995.21,7.2,889.24,23.75,347306.70,58.69,"22,923.72",21.15,24.53,1.12%,1.02,22.59,8.37%,4.97%,3.40%,347306.7,22923.72,1.12,8.37,4.97,3.4,199521,1995-03-16,30.11,54.290503840245776,41.002818332045955,21.687289707717728
1491,1995.04,507.91,13.24,33.18,151.9,1995.29,7.06,912.84,23.8,357298.85,59.63,"23,338.77",21.64,25.07,1.14%,1.04,22.88,7.73%,4.94%,2.79%,357298.85,23338.77,1.14,7.73,4.94,2.79,199529,1995-04-17,31.73,57.02410789632309,41.13476923118198,22.191445754070912
1492,1995.05,523.81,13.31,33.8,152.2,1995.37,6.63,939.56,23.87,368536.23,60.63,"23,782.94",22.2,25.68,1.43%,1.04,23.68,7.55%,4.79%,2.76%,368536.23,23782.94,1.43,7.55,4.79,2.76,199537,1995-05-15,31.9,57.221804733727815,41.27511760396305,22.763351252324178
1493,1995.06,539.35,13.36,34.43,152.5,1995.46,6.17,965.54,23.92,379504.95,61.64,"24,226.12",22.72,26.26,1.78%,1.0,24.57,7.46%,4.56%,2.90%,379504.95,24226.12,1.78,7.46,4.56,2.9,199546,1995-06-16,31.86,57.03893116468196,41.42035869700205,23.310759017397995
1494,1995.07,557.37,13.44,34.68,152.5,1995.54,6.28,997.79,24.06,392972.50,62.08,"24,451.06",23.38,26.99,1.53%,0.99,24.5,7.23%,4.42%,2.81%,392972.5,24451.06,1.53,7.23,4.42,2.81,199554,1995-07-17,33.45,59.87820069204153,41.592593702769065,23.98960755201884
1495,1995.08,559.11,13.51,34.93,152.9,1995.62,6.49,998.29,24.12,393959.72,62.37,"24,612.35",23.28,26.86,1.34%,1.03,24.19,7.18%,4.47%,2.71%,393959.72,24612.35,1.34,7.18,4.47,2.71,199562,1995-08-14,33.78,60.31659318637274,41.77173197932218,23.898697820195075
1496,1995.09,578.77,13.58,35.18,153.2,1995.71,6.2,1031.37,24.2,407809.78,62.69,"24,788.34",23.95,27.59,1.51%,1.02,24.79,6.71%,4.17%,2.54%,407809.78,24788.34,1.51,6.71,4.17,2.54,199571,1995-09-18,33.85,60.31996873223422,41.954481718757464,24.583070931820945
1497,1995.1,582.92,13.65,34.77,153.7,1995.79,6.04,1035.39,24.25,410196.66,61.76,"24,469.72",23.93,27.54,1.66%,1.01,25.13,6.34%,3.83%,2.51%,410196.66,24469.72,1.66,6.34,3.83,2.51,199579,1995-10-16,34.46,61.20936439459303,42.150143088712404,24.564329421630653
1498,1995.11,595.53,13.72,34.37,153.6,1995.87,5.93,1058.47,24.39,420148.14,61.08,"24,245.81",24.35,28.0,1.67%,1.02,25.48,6.59%,3.74%,2.85%,420148.14,24245.81,1.67,6.59,3.74,2.85,199587,1995-11-14,34.29,60.937829502473086,42.34870833456635,24.994150745703934
1499,1995.12,614.57,13.79,33.96,153.5,1995.96,5.71,1093.03,24.53,434674.65,60.4,"24,019.32",25.03,28.75,1.74%,1.01,26.04,6.50%,3.65%,2.84%,434674.65,24019.32,1.74,6.5,3.65,2.84,199596,1995-12-18,34.42,61.21813898704358,42.55477615945837,25.6852484878377
1500,1996.01,614.42,13.89,33.99,154.4,1996.04,5.65,1086.39,24.57,432849.55,60.09,"23,943.11",24.76,28.42,1.87%,0.99,26.13,6.62%,3.62%,3.00%,432849.55,23943.11,1.87,6.62,3.62,3.0,199604,1996-01-15,34.56,61.09768755516329,42.761256889084734,25.405941710691685
1501,1996.02,649.54,14.0,34.01,154.9,1996.12,5.81,1144.78,24.67,456933.06,59.95,"23,927.40",25.98,29.78,1.59%,0.97,25.86,6.02%,3.62%,2.40%,456933.06,23927.4,1.59,6.02,3.62,2.4,199612,1996-02-14,34.52,60.848985592472815,42.96549843568868,26.644168965327417
1502,1996.03,647.07,14.1,34.04,155.7,1996.21,6.27,1134.57,24.72,453678.98,59.69,"23,866.40",25.63,29.36,1.28%,0.99,24.98,6.19%,3.84%,2.35%,453678.98,23866.4,1.28,6.19,3.84,2.35,199621,1996-03-18,34.59,60.65443889541716,43.16736875981716,26.283047417430907
1503,1996.04,647.17,14.16,34.33,156.3,1996.29,6.51,1130.39,24.73,452831.22,59.96,"24,021.04",25.42,29.1,1.13%,0.99,24.58,6.21%,3.74%,2.46%,452831.22,24021.04,1.13,6.21,3.74,2.46,199629,1996-04-15,34.72,60.64116516166618,43.35694465605463,26.071717206257187
1504,1996.05,661.23,14.21,34.62,156.6,1996.37,6.74,1152.73,24.78,462609.98,60.35,"24,220.86",25.81,29.52,0.83%,0.99,24.25,5.84%,3.77%,2.07%,462609.98,24220.86,0.83,5.84,3.77,2.07,199637,1996-05-14,34.51,60.158246678220685,43.55038351489191,26.468882865424774
1505,1996.06,668.5,14.27,34.91,156.7,1996.46,6.91,1164.66,24.86,468229.18,60.82,"24,451.58",25.97,29.67,0.59%,1.01,24.08,5.40%,3.87%,1.53%,468229.18,24451.58,0.59,5.4,3.87,1.53,199646,1996-06-17,34.67,60.40187338871384,43.7439943564668,26.624454788222263
1506,1996.07,644.07,14.4,35.27,157.0,1996.54,6.87,1119.96,25.04,451094.87,61.34,"24,704.78",24.86,28.38,0.82%,1.02,24.24,5.84%,3.83%,2.01%,451094.87,24704.78,0.82,5.84,3.83,2.01,199654,1996-07-15,35.87,62.38349305358661,43.960804574099434,25.47633080991997
1507,1996.08,662.68,14.53,35.64,157.3,1996.62,6.64,1150.12,25.22,464090.22,61.85,"24,957.21",25.41,28.99,0.96%,0.99,24.74,5.76%,3.81%,1.95%,464090.22,24957.21,0.96,5.76,3.81,1.95,199662,1996-08-14,35.88,62.26649831649832,44.17870760061079,26.03335548874451
1508,1996.09,674.88,14.66,36.0,157.8,1996.71,6.83,1167.58,25.36,471989.44,62.28,"25,177.25",25.68,29.27,0.72%,1.03,24.46,5.90%,4.15%,1.75%,471989.44,25177.25,0.72,5.9,4.15,1.75,199671,1996-09-16,35.74,61.830200000000005,44.40987935706422,26.29099688860728
1509,1996.1,701.46,14.74,36.91,158.3,1996.79,6.53,1209.73,25.42,489885.46,63.65,"25,777.20",26.48,30.16,0.92%,1.03,25.05,5.94%,3.99%,1.95%,489885.46,25777.2,0.92,5.94,3.99,1.95,199679,1996-10-15,36.75,63.37408561365484,44.635690219866405,27.10230297865036
1510,1996.11,735.67,14.82,37.82,158.6,1996.87,6.2,1266.33,25.51,513666.07,65.1,"26,407.02",27.59,31.38,1.11%,1.0,25.75,5.66%,3.87%,1.79%,513666.07,26407.02,1.11,5.66,3.87,1.79,199687,1996-11-14,36.54,62.8967213114754,44.8587067901561,28.229302416669007
1511,1996.12,743.25,14.9,38.73,158.6,1996.96,6.3,1279.38,25.65,519825.61,66.67,"27,087.58",27.72,31.51,0.99%,0.98,25.69,5.75%,3.95%,1.80%,519825.61,27087.58,0.99,5.75,3.95,1.8,199696,1996-12-16,36.23,62.36648851019881,45.077668031884734,28.381681126340826
1512,1997.01,766.22,14.95,39.23,159.1,1997.04,6.58,1314.77,25.66,535075.37,67.32,"27,397.84",28.33,32.17,0.60%,1.02,25.23,5.48%,3.98%,1.50%,535075.37,27397.84,0.6,5.48,3.98,1.5,199704,1997-01-15,38.77,66.53062452204945,45.32483939235041,29.007714481209987
1513,1997.02,798.39,15.01,39.74,159.6,1997.12,6.42,1365.68,25.67,556664.58,67.97,"27,705.77",29.27,33.19,0.64%,0.99,25.58,5.18%,3.86%,1.32%,556664.58,27705.77,0.64,5.18,3.86,1.32,199712,1997-02-14,38.78,66.32804730749874,45.57398978657956,29.966215518882656
1514,1997.03,792.16,15.06,40.24,160.0,1997.21,6.69,1351.64,25.7,551812.85,68.66,"28,030.89",28.8,32.64,0.40%,0.99,25.15,4.91%,4.11%,0.80%,551812.85,28030.89,0.4,4.91,4.11,0.8,199721,1997-03-17,38.6,65.8617296222664,45.82819051356423,29.493636664531664
1515,1997.04,763.93,15.09,40.34,160.2,1997.29,6.89,1301.84,25.72,532358.75,68.75,"28,113.97",27.59,31.23,0.31%,1.02,24.9,5.65%,4.08%,1.57%,532358.75,28113.97,0.31,5.65,4.08,1.57,199729,1997-04-15,38.71,65.97205007436787,46.090226427376074,28.245467660075324
1516,1997.05,833.09,15.13,40.45,160.1,1997.37,6.71,1420.59,25.79,581795.78,68.97,"28,246.31",29.93,33.84,0.17%,1.02,25.39,5.00%,3.81%,1.19%,581795.78,28246.31,0.17,5.0,3.81,1.19,199737,1997-05-14,39.5,67.35018541409147,46.34865032744232,30.65008344285897
1517,1997.06,876.29,15.16,40.55,160.3,1997.46,6.49,1492.39,25.82,612082.52,69.06,"28,323.90",31.26,35.31,0.22%,1.03,25.9,4.49%,3.34%,1.15%,612082.52,28323.9,0.22,4.49,3.34,1.15,199746,1997-06-16,39.23,66.81193094944513,46.597978138521256,32.02692605167525
1518,1997.07,925.29,15.22,40.58,160.5,1997.54,6.22,1573.88,25.88,646387.94,69.02,"28,348.33",32.77,36.97,0.33%,1.0,26.53,3.98%,3.22%,0.76%,646387.94,28348.33,0.33,3.98,3.22,0.76,199754,1997-07-15,40.16,68.30564810251354,46.865360776512,33.583012568822426
1519,1997.08,927.24,15.27,40.61,160.8,1997.62,6.3,1574.25,25.93,647429.15,68.95,"28,355.22",32.59,36.73,0.23%,1.01,26.46,3.54%,3.57%,-0.03%,647429.15,28355.22,0.23,3.54,3.57,-0.03,199762,1997-08-14,40.8,69.27259295739965,47.14873013048079,33.38902226302541
1520,1997.09,937.02,15.33,40.64,161.2,1997.71,6.21,1586.91,25.96,653524.18,68.83,"28,344.35",32.67,36.78,0.29%,1.02,26.71,3.73%,3.61%,0.12%,653524.18,28344.35,0.29,3.73,3.61,0.12,199771,1997-09-16,40.92,69.30422244094488,47.43368256212928,33.455340472910656
1521,1997.1,951.16,15.39,40.33,161.6,1997.79,6.03,1606.87,25.99,662636.14,68.14,"28,098.64",32.9,37.0,0.44%,1.02,27.14,3.87%,3.45%,0.41%,662636.14,28098.64,0.44,3.87,3.45,0.41,199779,1997-10-15,41.52,70.150577733697,47.74048886956883,33.65843203638129
1522,1997.11,938.92,15.44,40.03,161.5,1997.87,5.88,1587.17,26.11,655411.15,67.66,"27,940.55",32.34,36.32,0.63%,1.01,27.59,3.41%,3.57%,-0.16%,655411.15,27940.55,0.63,3.41,3.57,-0.16,199787,1997-11-14,41.94,70.88834374219334,48.01255368098976,33.057395999922186
1523,1997.12,962.37,15.5,39.72,161.3,1997.96,5.81,1628.83,26.23,673516.09,67.23,"27,798.10",33.03,37.06,0.62%,1.03,27.91,3.26%,3.54%,-0.28%,673516.09,27798.1,0.62,3.26,3.54,-0.28,199796,1997-12-16,41.97,71.03834592145016,48.2966027541447,33.72556053873205
1524,1998.01,963.36,15.55,39.66,161.6,1998.04,5.54,1627.48,26.27,673862.53,67.0,"27,741.85",32.86,36.83,0.90%,1.0,28.57,2.50%,3.58%,-1.08%,673862.53,27741.85,0.9,2.5,3.58,-1.08,199804,1998-01-15,43.56,73.58850226928897,48.590057238341004,33.49409514001977
1525,1998.02,1023.74,15.6,39.6,161.9,1998.12,5.57,1726.28,26.31,715678.58,66.78,"27,683.66",34.71,38.86,0.70%,1.0,28.58,1.69%,3.58%,-1.89%,715678.58,27683.66,0.7,1.69,3.58,-1.89,199812,1998-02-16,43.75,73.7784090909091,48.892677643226385,35.30753649036769
1526,1998.03,1076.83,15.64,39.54,162.2,1998.21,5.65,1812.44,26.32,752309.97,66.55,"27,623.99",36.3,40.58,0.47%,1.01,28.49,0.83%,3.75%,-2.92%,752309.97,27623.99,0.47,0.83,3.75,-2.92,199821,1998-03-16,43.63,73.43390237733941,49.16818304272196,36.86204955804816
1527,1998.04,1112.2,15.75,39.35,162.5,1998.29,5.64,1868.52,26.46,776501.42,66.11,"27,472.87",37.28,41.63,0.37%,1.0,28.59,0.87%,3.54%,-2.67%,776501.42,27472.87,0.37,0.87,3.54,-2.67,199829,1998-04-15,43.88,73.72063024142312,49.457377132654315,37.780410291234524
1528,1998.05,1108.42,15.85,39.16,162.8,1998.37,5.65,1858.73,26.58,773356.77,65.67,"27,322.36",36.96,41.22,0.37%,1.02,28.65,1.08%,3.29%,-2.21%,773356.77,27322.36,0.37,1.08,3.29,-2.21,199837,1998-05-14,43.73,73.33373595505618,49.72478601109115,37.38035191514769
1529,1998.06,1108.39,15.95,38.97,163.0,1998.46,5.5,1856.4,26.71,773313.20,65.27,"27,189.00",36.8,40.99,0.50%,1.01,29.08,0.54%,2.88%,-2.34%,773313.2,27189.0,0.5,0.54,2.88,-2.34,199846,1998-06-16,43.11,72.20399538106236,49.96804011811608,37.15174730911561
1530,1998.07,1156.58,16.02,38.68,163.2,1998.54,5.46,1934.74,26.79,806876.10,64.7,"26,982.40",38.26,42.56,0.41%,1.01,29.26,-0.56%,2.87%,-3.43%,806876.1,26982.4,0.41,-0.56,2.87,-3.43,199854,1998-07-15,43.84,73.3311271975181,50.218514770284315,38.52642812815402
1531,1998.08,1074.62,16.08,38.38,163.4,1998.62,5.34,1795.44,26.87,749713.81,64.13,"26,778.29",35.42,39.36,0.70%,1.05,29.63,0.42%,2.92%,-2.50%,749713.81,26778.29,0.7,0.42,2.92,-2.5,199862,1998-08-14,43.97,73.47045596664928,50.47462312764714,35.5711422640927
1532,1998.09,1020.64,16.14,38.09,163.6,1998.71,4.81,1703.16,26.93,712121.12,63.56,"26,576.16",33.53,37.21,1.34%,1.03,30.96,0.46%,2.69%,-2.23%,712121.12,26576.16,1.34,0.46,2.69,-2.23,199871,1998-09-16,43.93,73.30508794959306,50.67130396394801,33.611923648378514
1533,1998.1,1032.47,16.17,37.96,164.0,1998.79,4.53,1718.7,26.91,719555.83,63.2,"26,457.63",33.77,37.44,1.59%,0.98,31.7,-1.79%,2.48%,-4.27%,719555.83,26457.63,1.59,-1.79,2.48,-4.27,199879,1998-10-15,43.73,72.80653319283456,50.86539684097398,33.78917902426592
