,Date_x,P,D,E,CPI,Date Fraction,Long Interest Rate GS10,Real Price,Real Dividend,Real TR Price ,Real Earnings,Real TR Scaled  Earnings ,CAPE,TR CAPE,Excess CAPE Yield,Monthly Total Bond Returns,Real Total BondReturns,10 year anualized stock real return,10 year annualized Real Return,Real 10 year excess annualizedReturns,Real TR Price  float,Real TR Scaled  Earnings  float,Excess CAPE Yield float,10 year anualized stock real return float,10 year annualized Real Return float,Real 10 year excess annualizedReturns float,proxy,Date_y,PFE,Real PFE,PFE10,Accounting Adjusted CAPE
833,1940.06,9.67,0.65,1.04,14.1,1940.46,2.1,187.23,12.59,7197.02,20.14,774.03,12.84,16.21,3.95%,1.0,15.74,7.34%,-3.15%,10.48%,7197.02,774.03,3.95,7.34,-3.15,10.48,194046,,1.04,20.14,14.570416666666665,12.850010008864995
834,1940.07,9.99,0.66,1.05,14.0,1940.54,2.08,194.81,12.81,7529.31,20.54,793.88,13.37,16.86,3.71%,1.0,15.91,5.98%,-3.37%,9.35%,7529.31,793.88,3.71,5.98,-3.37,9.35,194054,,1.05,20.54,14.572083333333333,13.368713007176964
835,1940.08,10.2,0.66,1.07,14.0,1940.62,2.06,198.9,12.94,7729.24,20.8,808.29,13.65,17.2,3.64%,1.0,15.97,6.30%,-3.48%,9.78%,7729.24,808.29,3.64,6.3,-3.48,9.78,194062,,1.07,20.8,14.582333333333334,13.63979244291037
836,1940.09,10.63,0.67,1.08,14.0,1940.71,2.04,207.29,13.07,8097.39,21.06,822.69,14.21,17.89,3.31%,1.0,16.03,6.19%,-3.56%,9.75%,8097.39,822.69,3.31,6.19,-3.56,9.75,194071,,1.08,21.06,14.603,14.195028418818051
837,1940.1,10.73,0.67,1.07,14.0,1940.79,2.02,209.24,13.07,8216.10,20.87,819.31,14.33,18.02,3.33%,1.0,16.09,6.44%,-3.67%,10.11%,8216.1,819.31,3.33,6.44,-3.67,10.11,194079,,1.07,20.87,14.628416666666668,14.303666949601517
838,1940.11,10.98,0.67,1.06,14.0,1940.87,1.99,214.11,13.07,8450.28,20.67,815.78,14.64,18.39,3.27%,1.0,16.15,6.14%,-3.74%,9.88%,8450.28,815.78,3.27,6.14,-3.74,9.88,194087,,1.06,20.67,14.65875,14.606293169608596
839,1940.12,10.53,0.67,1.05,14.1,1940.96,1.97,203.88,12.97,8089.15,20.33,806.61,13.91,17.47,3.90%,1.0,16.09,6.50%,-3.82%,10.32%,8089.15,806.61,3.9,6.5,-3.82,10.32,194096,,1.05,20.33,14.691083333333333,13.877805698467892
840,1941.01,10.55,0.67,1.05,14.1,1941.04,1.95,204.27,13.04,8147.61,20.39,813.47,13.9,17.46,4.05%,1.0,16.15,7.08%,-4.00%,11.08%,8147.61,813.47,4.05,7.08,-4.0,11.08,194104,,1.05,20.39,14.7265,13.870912980002037
841,1941.02,9.89,0.68,1.06,14.1,1941.12,1.99,191.49,13.1,7681.45,20.46,820.7,13.0,16.33,4.63%,1.0,16.11,8.04%,-4.08%,12.12%,7681.45,820.7,4.63,8.04,-4.08,12.12,194112,,1.06,20.46,14.765166666666666,12.969037486877902
842,1941.03,9.95,0.68,1.06,14.2,1941.21,2.04,191.29,13.07,7717.33,20.38,822.15,12.96,16.27,4.75%,1.0,15.96,7.83%,-4.02%,11.85%,7717.33,822.15,4.75,7.83,-4.02,11.85,194121,,1.06,20.38,14.806666666666667,12.919180549302116
843,1941.04,9.64,0.68,1.07,14.3,1941.29,2.08,184.04,13.05,7468.47,20.43,828.97,12.43,15.62,5.17%,1.0,15.82,8.39%,-3.92%,12.31%,7468.47,828.97,5.17,8.39,-3.92,12.31,194129,,1.07,20.43,14.852166666666667,12.39145803642566
844,1941.05,9.43,0.69,1.08,14.4,1941.37,2.12,178.78,13.02,7299.06,20.48,835.95,12.04,15.14,5.58%,1.0,15.68,8.67%,-3.85%,12.52%,7299.06,835.95,5.58,8.67,-3.85,12.52,194137,,1.08,20.48,14.900916666666665,11.997919591076613
845,1941.06,9.76,0.69,1.09,14.7,1941.46,2.16,181.26,12.81,7443.92,20.24,831.34,12.16,15.31,5.79%,1.0,15.33,8.33%,-3.62%,11.95%,7443.92,831.34,5.79,8.33,-3.62,11.95,194146,,1.09,20.24,14.950583333333332,12.123941652220928
846,1941.07,10.26,0.69,1.12,14.7,1941.54,2.21,190.54,12.88,7869.33,20.86,861.58,12.74,16.05,5.37%,1.0,15.3,7.98%,-3.59%,11.57%,7869.33,861.58,5.37,7.98,-3.59,11.57,194154,,1.12,20.86,15.009916666666667,12.694274340852436
847,1941.08,10.21,0.7,1.16,14.9,1941.62,2.25,187.07,12.76,7769.80,21.19,880.22,12.46,15.7,5.64%,1.0,15.06,8.64%,-3.43%,12.07%,7769.8,880.22,5.64,8.64,-3.43,12.07,194162,,1.16,21.190000000000005,15.0765,12.408052266772792
848,1941.09,10.24,0.7,1.19,15.1,1941.71,2.29,185.14,12.66,7733.22,21.51,898.68,12.28,15.48,5.92%,1.0,14.83,8.95%,-3.34%,12.29%,7733.22,898.68,5.92,8.95,-3.34,12.29,194171,,1.19,21.51,15.149583333333332,12.22079815176435
849,1941.1,9.83,0.7,1.18,15.3,1941.79,2.33,175.4,12.55,7370.23,21.06,884.73,11.58,14.6,6.57%,1.0,14.61,9.43%,-3.22%,12.65%,7370.23,884.73,6.57,9.43,-3.22,12.65,194179,,1.18,21.06,15.22275,11.522228243911252
850,1941.11,9.37,0.71,1.17,15.4,1941.87,2.38,166.11,12.53,7023.58,20.74,877.01,10.91,13.78,7.26%,1.0,14.49,9.62%,-3.20%,12.82%,7023.58,877.01,7.26,9.62,-3.2,12.82,194187,,1.17,20.74,15.296500000000002,10.859346909423724
851,1941.12,8.76,0.71,1.16,15.5,1941.96,2.42,154.29,12.51,6568.04,20.43,869.74,10.09,12.76,8.10%,1.0,14.37,10.71%,-3.14%,13.85%,6568.04,869.74,8.1,10.71,-3.14,13.85,194196,,1.16,20.43,15.371666666666666,10.037298059199827
852,1942.01,8.93,0.7,1.12,15.7,1942.04,2.46,155.28,12.23,6653.59,19.48,834.49,10.1,12.81,8.38%,1.0,14.16,10.98%,-2.99%,13.97%,6653.59,834.49,8.38,10.98,-2.99,13.97,194204,,1.12,19.48,15.439583333333333,10.057266225880449
853,1942.02,8.65,0.7,1.08,15.8,1942.12,2.46,149.46,12.04,6447.16,18.66,804.96,9.68,12.3,9.01%,1.0,14.1,11.27%,-2.86%,14.13%,6447.16,804.96,9.01,11.27,-2.86,14.13,194212,,1.08,18.659999999999997,15.502,9.64133660172881
854,1942.03,8.18,0.69,1.04,16.0,1942.21,2.46,139.57,11.77,6062.96,17.75,770.84,9.0,11.47,9.99%,1.0,13.95,12.04%,-2.75%,14.79%,6062.96,770.84,9.99,12.04,-2.75,14.79,194221,,1.04,17.75,15.558916666666667,8.970418891632344
855,1942.04,7.84,0.68,1.02,16.1,1942.29,2.46,132.94,11.53,5816.61,17.3,756.75,8.54,10.92,10.72%,1.0,13.89,12.49%,-2.73%,15.22%,5816.61,756.75,10.72,12.49,-2.73,15.22,194229,,1.02,17.3,15.614166666666668,8.514063083738058
856,1942.05,7.93,0.67,1.0,16.3,1942.37,2.46,132.82,11.22,5852.10,16.75,737.97,8.51,10.9,11.05%,1.0,13.75,12.47%,-2.62%,15.09%,5852.1,737.97,11.05,12.47,-2.62,15.09,194237,,1.0,16.75,15.66625,8.478097821750579
857,1942.06,8.33,0.66,0.98,16.3,1942.46,2.46,139.52,11.05,6187.88,16.41,727.99,8.91,11.44,10.59%,1.0,13.78,12.16%,-2.66%,14.82%,6187.88,727.99,10.59,12.16,-2.66,14.82,194246,,0.98,16.41,15.717666666666668,8.87663563293958
858,1942.07,8.64,0.65,0.97,16.4,1942.54,2.47,143.83,10.76,6418.81,16.09,718.15,9.15,11.78,10.35%,1.0,13.72,12.03%,-2.68%,14.72%,6418.81,718.15,10.35,12.03,-2.68,14.72,194254,,0.97,16.09,15.76925,9.120915706200359
859,1942.08,8.59,0.63,0.95,16.5,1942.62,2.47,142.13,10.48,6381.96,15.77,708.28,9.01,11.63,10.66%,1.0,13.67,12.20%,-2.63%,14.83%,6381.96,708.28,10.66,12.2,-2.63,14.83,194262,,0.95,15.770000000000001,15.820333333333334,8.984007922294094
860,1942.09,8.68,0.62,0.94,16.5,1942.71,2.47,143.62,10.26,6487.22,15.55,702.53,9.08,11.75,10.65%,1.0,13.69,11.89%,-2.64%,14.53%,6487.22,702.53,10.65,11.89,-2.64,14.53,194271,,0.94,15.550000000000002,15.871833333333333,9.048734130692736
861,1942.1,9.32,0.61,0.97,16.7,1942.79,2.47,152.36,9.97,6919.65,15.86,720.18,9.6,12.44,10.25%,1.0,13.56,10.99%,-2.53%,13.52%,6919.65,720.18,10.25,10.99,-2.53,13.52,194279,,0.97,15.859999999999998,15.928166666666668,9.565444861827581
862,1942.11,9.47,0.6,1.0,16.8,1942.87,2.47,153.89,9.75,7026.07,16.25,741.93,9.66,12.54,10.32%,1.0,13.5,11.22%,-2.48%,13.70%,7026.07,741.93,10.32,11.22,-2.48,13.7,194287,,1.0,16.25,15.99,9.624140087554721
863,1942.12,9.52,0.59,1.03,16.9,1942.96,2.47,153.79,9.53,7057.64,16.64,763.59,9.62,12.5,10.51%,1.0,13.45,11.66%,-2.43%,14.09%,7057.64,763.59,10.51,11.66,-2.43,14.09,194296,,1.03,16.64,16.057499999999997,9.577456017437335
864,1943.01,10.09,0.59,1.04,16.9,1943.04,2.47,162.99,9.53,7516.65,16.85,777.24,10.15,13.21,10.12%,1.0,13.47,11.11%,-2.40%,13.51%,7516.65,777.24,10.12,11.11,-2.4,13.51,194304,,1.04,16.85,16.125166666666665,10.1078025033333
865,1943.02,10.69,0.59,1.06,16.9,1943.12,2.47,172.69,9.53,8000.26,17.07,790.8,10.71,13.95,9.77%,1.0,13.5,10.37%,-2.33%,12.71%,8000.26,790.8,9.77,10.37,-2.33,12.71,194312,,1.06,17.07,16.193083333333334,10.664429771970543
866,1943.03,11.07,0.59,1.07,17.2,1943.21,2.47,175.71,9.36,8176.30,16.98,790.3,10.85,14.15,9.91%,1.0,13.29,10.20%,-2.17%,12.37%,8176.3,790.3,9.91,10.2,-2.17,12.37,194321,,1.07,16.98,16.25916666666667,10.806826918148735
867,1943.04,11.44,0.59,1.08,17.4,1943.29,2.47,179.49,9.26,8388.36,16.95,791.91,11.04,14.4,9.87%,1.0,13.17,9.41%,-2.10%,11.52%,8388.36,791.91,9.87,9.41,-2.1,11.52,194329,,1.08,16.95,16.324583333333333,10.995073891625616
868,1943.05,11.89,0.59,1.09,17.5,1943.37,2.47,185.49,9.2,8704.34,17.0,797.96,11.36,14.83,9.67%,1.0,13.12,9.08%,-2.27%,11.34%,8704.34,797.96,9.67,9.08,-2.27,11.34,194337,,1.09,17.0,16.39,11.317266625991458
869,1943.06,12.1,0.59,1.1,17.5,1943.46,2.47,188.76,9.2,8894.07,17.16,808.55,11.52,15.03,9.47%,1.0,13.14,8.46%,-2.35%,10.81%,8894.07,808.55,9.47,8.46,-2.35,10.81,194346,,1.1,17.16,16.456833333333332,11.470007393078863
870,1943.07,12.35,0.59,1.09,17.4,1943.54,2.48,193.77,9.31,9166.56,17.15,811.5,11.77,15.37,8.90%,1.0,13.24,8.34%,-2.25%,10.59%,9166.56,811.5,8.9,8.34,-2.25,10.59,194354,,1.09,17.15,16.5255,11.725515113007171
871,1943.08,11.74,0.6,1.09,17.3,1943.62,2.48,185.26,9.42,8801.28,17.15,814.66,11.21,14.65,9.19%,1.0,13.35,8.84%,-2.35%,11.19%,8801.28,814.66,9.19,8.84,-2.35,11.19,194362,,1.09,17.15,16.594333333333335,11.16405198561758
872,1943.09,11.99,0.6,1.08,17.4,1943.71,2.48,188.12,9.41,8974.32,16.95,808.36,11.34,14.82,9.15%,1.0,13.3,8.17%,-2.22%,10.39%,8974.32,808.36,9.15,8.17,-2.22,10.39,194371,,1.08,16.95,16.661083333333334,11.29098247913051
873,1943.1,11.88,0.6,1.03,17.4,1943.79,2.48,186.4,9.47,8929.61,16.21,776.7,11.19,14.63,9.26%,1.0,13.32,8.56%,-2.08%,10.64%,8929.61,776.7,9.26,8.56,-2.08,10.64,194379,,1.03,16.21,16.721166666666665,11.147547519610875
874,1943.11,11.33,0.61,0.99,17.4,1943.87,2.48,177.77,9.52,8554.21,15.48,744.94,10.63,13.92,9.73%,1.0,13.35,9.36%,-2.06%,11.42%,8554.21,744.94,9.73,9.36,-2.06,11.42,194387,,0.99,15.48,16.77475,10.59747537221121
875,1943.12,11.48,0.61,0.94,17.4,1943.96,2.48,180.12,9.57,8705.84,14.75,712.85,10.74,14.07,9.64%,1.0,13.38,9.37%,-1.98%,11.35%,8705.84,712.85,9.64,9.37,-1.98,11.35,194396,,0.94,14.75,16.821833333333334,10.707513053472173
876,1944.01,11.85,0.61,0.94,17.4,1944.04,2.48,185.92,9.62,9025.19,14.7,713.38,11.05,14.49,9.37%,1.0,13.4,9.30%,-1.88%,11.18%,9025.19,713.38,9.37,9.3,-1.88,11.18,194404,,0.94,14.7,16.86775,11.022216952468467
877,1944.02,11.77,0.62,0.93,17.4,1944.12,2.47,184.67,9.68,9003.39,14.64,713.95,10.95,14.37,9.39%,1.0,13.44,9.61%,-1.88%,11.50%,9003.39,713.95,9.39,9.61,-1.88,11.5,194412,,0.93,14.64,16.913083333333333,10.918766044038884
878,1944.03,12.1,0.62,0.93,17.4,1944.21,2.46,189.85,9.73,9295.35,14.59,714.44,11.22,14.75,9.17%,1.0,13.48,9.54%,-1.80%,11.35%,9295.35,714.44,9.17,9.54,-1.8,11.35,194421,,0.93,14.59,16.957250000000002,11.195801205973844
879,1944.04,11.89,0.62,0.93,17.5,1944.29,2.45,185.49,9.72,9121.51,14.46,710.9,10.94,14.39,9.47%,1.0,13.44,10.27%,-1.65%,11.92%,9121.51,710.9,9.47,10.27,-1.65,11.92,194429,,0.93,14.46,16.999666666666666,10.91139041941999
880,1944.05,12.1,0.63,0.92,17.5,1944.37,2.44,188.76,9.78,9322.67,14.4,711.4,11.1,14.62,9.35%,1.0,13.48,10.47%,-1.77%,12.23%,9322.67,711.4,9.35,10.47,-1.77,12.23,194437,,0.92,14.4,17.04083333333333,11.076923076923077
881,1944.06,12.67,0.63,0.92,17.6,1944.46,2.43,196.53,9.77,9746.59,14.27,707.72,11.53,15.2,9.00%,1.0,13.44,10.11%,-1.73%,11.84%,9746.59,707.72,9.0,10.11,-1.73,11.84,194446,,0.92,14.27,17.08083333333333,11.505878909108652
882,1944.07,13.0,0.63,0.91,17.7,1944.54,2.43,200.51,9.77,9984.32,14.09,701.46,11.74,15.48,8.92%,1.0,13.4,10.33%,-1.61%,11.94%,9984.32,701.46,8.92,10.33,-1.61,11.94,194454,,0.91,14.09,17.118583333333333,11.71300195206963
883,1944.08,12.81,0.64,0.91,17.7,1944.62,2.42,197.58,9.82,9879.15,13.98,699.23,11.54,15.23,9.07%,1.0,13.44,10.70%,-1.67%,12.38%,9879.15,699.23,9.07,10.7,-1.67,12.38,194462,,0.91,13.98,17.15475,11.517509727626459
884,1944.09,12.6,0.64,0.9,17.7,1944.71,2.41,194.34,9.87,9758.32,13.88,697.02,11.33,14.97,9.09%,1.0,13.48,11.18%,-1.66%,12.84%,9758.32,697.02,9.09,11.18,-1.66,12.84,194471,,0.9,13.88,17.1905,11.305081294901253
885,1944.1,12.91,0.64,0.91,17.7,1944.79,2.4,199.12,9.87,10039.71,14.04,707.68,11.58,15.32,8.98%,1.0,13.52,11.16%,-1.71%,12.88%,10039.71,707.68,8.98,11.16,-1.71,12.88,194479,,0.91,14.04,17.226333333333336,11.559047195185663
886,1944.11,12.82,0.64,0.92,17.7,1944.87,2.39,197.73,9.87,10011.20,14.19,718.43,11.48,15.19,9.07%,1.0,13.56,11.67%,-1.76%,13.43%,10011.2,718.43,9.07,11.67,-1.76,13.43,194487,,0.92,14.19,17.26275,11.454142590259373
887,1944.12,13.1,0.64,0.93,17.8,1944.96,2.38,200.92,9.82,10213.80,14.26,725.1,11.64,15.41,9.09%,1.0,13.52,12.02%,-1.70%,13.73%,10213.8,725.1,9.09,12.02,-1.7,13.73,194496,,0.93,14.26,17.298416666666665,11.614935856364504
888,1945.01,13.49,0.64,0.94,17.8,1945.04,2.37,206.9,9.87,10559.67,14.42,735.81,11.96,15.85,8.72%,1.0,13.55,11.89%,-1.80%,13.69%,10559.67,735.81,8.72,11.89,-1.8,13.69,194504,,0.94,14.42,17.323249999999998,11.94348635504308
889,1945.02,13.94,0.65,0.95,17.8,1945.12,2.36,213.8,9.92,10954.10,14.57,746.51,12.34,16.36,8.40%,1.0,13.6,11.89%,-1.84%,13.73%,10954.1,746.51,8.4,11.89,-1.84,13.73,194512,,0.95,14.57,17.336750000000002,12.332184521320317
890,1945.03,13.93,0.65,0.96,17.8,1945.21,2.34,213.65,9.97,10988.81,14.72,757.3,12.32,16.34,8.43%,1.0,13.64,11.81%,-1.88%,13.68%,10988.81,757.3,8.43,11.81,-1.88,13.68,194521,,0.96,14.72,17.338166666666666,12.322525449634238
891,1945.04,14.28,0.65,0.97,17.8,1945.29,2.33,219.02,9.97,11307.64,14.93,770.74,12.63,16.75,8.17%,1.0,13.69,11.90%,-1.95%,13.85%,11307.64,770.74,8.17,11.9,-1.95,13.85,194529,,0.97,14.93,17.337833333333332,12.632489642112144
892,1945.05,14.82,0.65,0.99,17.9,1945.37,2.31,226.03,9.91,11712.33,15.05,779.77,13.04,17.28,8.00%,1.0,13.66,11.50%,-1.91%,13.41%,11712.33,779.77,8.0,11.5,-1.91,13.41,194537,,0.99,15.05,17.334083333333336,13.039628093015205
893,1945.06,15.09,0.65,1.0,18.1,1945.46,2.3,227.6,9.8,11836.27,15.08,784.38,13.13,17.39,8.15%,1.0,13.55,12.05%,-1.83%,13.88%,11836.27,784.38,8.15,12.05,-1.83,13.88,194546,,1.0,15.08,17.325249999999997,13.136895571492477
894,1945.07,14.78,0.65,1.0,18.1,1945.54,2.28,222.93,9.85,11635.82,15.03,784.64,12.87,17.04,8.32%,1.0,13.59,13.03%,-1.98%,15.01%,11635.82,784.64,8.32,13.03,-1.98,15.01,194554,,1.0,15.03,17.31875,12.872176109707686
895,1945.08,14.83,0.66,0.99,18.1,1945.62,2.27,223.68,9.9,11718.27,14.98,784.9,12.92,17.09,8.30%,1.0,13.64,12.92%,-2.04%,14.96%,11718.27,784.9,8.3,12.92,-2.04,14.96,194562,,0.99,14.98,17.314583333333335,12.918589820719527
896,1945.09,15.84,0.66,0.99,18.1,1945.71,2.25,238.92,9.95,12559.80,14.93,784.99,13.8,18.25,7.82%,1.0,13.68,12.62%,-2.09%,14.71%,12559.8,784.99,7.82,12.62,-2.09,14.71,194571,,0.99,14.93,17.312833333333334,13.800167505800127
897,1945.1,16.5,0.66,0.98,18.1,1945.79,2.24,248.87,9.95,13126.74,14.78,779.65,14.37,19.0,7.55%,1.0,13.73,11.59%,-2.02%,13.60%,13126.74,779.65,7.55,11.59,-2.02,13.6,194579,,0.98,14.78,17.309833333333337,14.37737702076854
898,1945.11,17.04,0.66,0.97,18.1,1945.87,2.22,257.01,9.95,13600.09,14.63,774.18,14.85,19.61,7.26%,1.0,13.77,11.95%,-2.03%,13.99%,13600.09,774.18,7.26,11.95,-2.03,13.99,194587,,0.97,14.63,17.306499999999996,14.850489700401585
899,1945.12,17.33,0.66,0.96,18.2,1945.96,2.21,259.95,9.9,13799.21,14.4,764.41,15.02,19.82,7.26%,1.0,13.74,11.97%,-2.01%,13.98%,13799.21,764.41,7.26,11.97,-2.01,13.98,194596,,0.96,14.4,17.30125,15.024925944657177
900,1946.01,18.02,0.67,0.94,18.2,1946.04,2.19,270.3,10.0,14392.87,14.1,750.79,15.62,20.6,7.02%,1.0,13.78,11.23%,-1.97%,13.20%,14392.87,750.79,7.02,11.23,-1.97,13.2,194604,,0.94,14.1,17.291833333333333,15.631656562346388
901,1946.02,18.07,0.67,0.92,18.1,1946.12,2.2,272.55,10.16,14557.61,13.88,741.17,15.76,20.77,6.90%,1.0,13.88,11.21%,-1.96%,13.17%,14557.61,741.17,6.9,11.21,-1.96,13.17,194612,,0.92,13.88,17.278916666666664,15.773558334579235
902,1946.03,17.53,0.68,0.9,18.3,1946.21,2.2,261.52,10.14,14013.38,13.43,719.45,15.13,19.93,7.34%,1.0,13.74,12.42%,-1.94%,14.36%,14013.38,719.45,7.34,12.42,-1.94,14.36,194621,,0.9,13.43,17.259666666666664,15.152088684601866
903,1946.04,18.66,0.68,0.88,18.4,1946.29,2.21,276.86,10.09,14880.68,13.06,701.77,16.04,21.1,7.02%,1.0,13.69,11.87%,-2.10%,13.97%,14880.68,701.77,7.02,11.87,-2.1,13.97,194629,,0.88,13.06,17.232333333333333,16.066309457028456
904,1946.05,18.7,0.68,0.86,18.5,1946.37,2.21,275.95,10.03,14876.91,12.69,684.18,16.01,21.05,7.08%,1.0,13.63,11.51%,-1.98%,13.49%,14876.91,684.18,7.08,11.51,-1.98,13.49,194637,,0.86,12.69,17.196916666666663,16.046481200602823
905,1946.06,18.58,0.68,0.84,18.7,1946.46,2.22,271.25,9.93,14667.95,12.26,663.14,15.77,20.71,7.21%,1.0,13.51,11.55%,-1.88%,13.43%,14667.95,663.14,7.21,11.55,-1.88,13.43,194646,,0.84,12.26,17.154,15.81263845167308
906,1946.07,18.05,0.68,0.86,19.8,1946.54,2.22,248.87,9.42,13500.36,11.81,640.74,14.51,19.04,8.27%,1.0,12.77,13.03%,-1.47%,14.50%,13500.36,640.74,8.27,13.03,-1.47,14.5,194654,,0.86,11.81,17.105083333333333,14.549476032953168
907,1946.08,17.7,0.69,0.87,20.2,1946.62,2.23,239.22,9.28,13018.38,11.8,642.34,13.98,18.34,8.66%,1.0,12.54,13.45%,-1.41%,14.86%,13018.38,642.34,8.66,13.45,-1.41,14.86,194662,,0.87,11.8,17.053916666666666,14.027276236641633
908,1946.09,15.09,0.69,0.89,20.4,1946.71,2.23,201.94,9.23,11031.79,11.91,650.65,11.84,15.53,10.05%,1.0,12.43,14.94%,-1.38%,16.32%,11031.79,650.65,10.05,14.94,-1.38,16.32,194671,,0.89,11.91,17.000416666666666,11.878532388912037
909,1946.1,14.75,0.7,0.95,20.8,1946.79,2.24,193.6,9.14,10617.48,12.43,681.44,11.39,14.93,10.58%,1.0,12.21,15.23%,-1.17%,16.40%,10617.48,681.44,10.58,15.23,-1.17,16.4,194679,,0.95,12.43,16.946916666666667,11.423907003732243
910,1946.11,14.69,0.7,1.0,21.3,1946.87,2.24,188.28,9.01,10367.27,12.86,708.09,11.11,14.57,11.05%,1.0,11.94,15.42%,-1.05%,16.47%,10367.27,708.09,11.05,15.42,-1.05,16.47,194687,,1.0,12.86,16.892666666666667,11.145664785508504
911,1946.12,15.13,0.71,1.06,21.5,1946.96,2.25,192.12,9.02,10619.83,13.46,744.02,11.37,14.9,10.93%,1.0,11.85,15.31%,-1.06%,16.37%,10619.83,744.02,10.93,15.31,-1.06,16.37,194696,,1.06,13.46,16.839083333333335,11.409172114475748
912,1947.01,15.21,0.71,1.13,21.5,1947.04,2.25,193.13,9.06,10717.71,14.35,796.25,11.47,15.02,10.78%,1.0,11.86,14.99%,-0.94%,15.92%,10717.71,796.25,10.78,14.99,-0.94,15.92,194704,,1.13,14.35,16.78925,11.503194008070642
913,1947.02,15.8,0.72,1.2,21.5,1947.12,2.27,200.63,9.1,11175.54,15.24,848.77,11.95,15.64,10.41%,1.0,11.87,14.00%,-0.85%,14.85%,11175.54,848.77,10.41,14.0,-0.85,14.85,194712,,1.2,15.24,16.742,11.98363397443555
914,1947.03,15.16,0.72,1.27,21.9,1947.21,2.28,188.98,8.98,10568.67,15.83,885.37,11.29,14.76,11.01%,1.0,11.66,14.78%,-0.74%,15.52%,10568.67,885.37,11.01,14.78,-0.74,15.52,194721,,1.27,15.829999999999998,16.696083333333334,11.318822278678132
915,1947.04,14.6,0.73,1.33,21.9,1947.29,2.3,182.0,9.14,10220.87,16.54,928.75,10.9,14.24,11.23%,1.0,11.66,15.42%,-0.81%,16.23%,10220.87,928.75,11.23,15.42,-0.81,16.23,194729,,1.33,16.54,16.654166666666665,10.928196147110334
916,1947.05,14.34,0.75,1.38,21.9,1947.37,2.31,178.76,9.31,10082.42,17.24,972.62,10.73,14.01,11.28%,1.0,11.67,16.01%,-0.92%,16.93%,10082.42,972.62,11.28,16.01,-0.92,16.93,194737,,1.38,17.24,16.61616666666667,10.758197337933938
917,1947.06,14.84,0.76,1.44,22.0,1947.46,2.33,184.15,9.43,10430.87,17.87,"1,012.16",11.08,14.45,11.02%,1.0,11.62,15.80%,-1.05%,16.85%,10430.87,1012.16,11.02,15.8,-1.05,16.85,194746,,1.44,17.87,16.58025,11.106587657001553
918,1947.07,15.77,0.77,1.48,22.2,1947.54,2.35,193.93,9.47,11029.39,18.16,"1,032.77",11.7,15.23,10.56%,1.0,11.52,15.34%,-1.11%,16.45%,11029.39,1032.77,10.56,15.34,-1.11,16.45,194754,,1.48,18.16,16.545416666666668,11.72107078999723
919,1947.08,15.46,0.78,1.51,22.5,1947.62,2.36,187.58,9.46,10713.26,18.36,"1,048.69",11.34,14.74,10.95%,1.0,11.38,15.06%,-0.95%,16.01%,10713.26,1048.69,10.95,15.06,-0.95,16.01,194762,,1.51,18.36,16.50958333333333,11.361885773414432
920,1947.09,15.06,0.79,1.55,23.0,1947.71,2.38,178.76,9.38,10253.83,18.4,"1,055.34",10.83,14.06,11.51%,1.0,11.14,15.13%,-0.70%,15.82%,10253.83,1055.34,11.51,15.13,-0.7,15.82,194771,,1.55,18.4,16.472833333333334,10.851806509707902
921,1947.1,15.45,0.81,1.57,23.0,1947.79,2.39,183.39,9.57,10565.14,18.64,"1,073.61",11.13,14.44,11.24%,1.0,11.14,14.09%,-0.71%,14.80%,10565.14,1073.61,11.24,14.09,-0.71,14.8,194779,,1.57,18.64,16.44275,11.153243830867707
922,1947.11,15.27,0.82,1.59,23.1,1947.87,2.41,180.47,9.73,10443.56,18.79,"1,087.44",10.98,14.21,11.47%,1.0,11.1,13.97%,-0.47%,14.45%,10443.56,1087.44,11.47,13.97,-0.47,14.45,194787,,1.59,18.79,16.417333333333335,10.992650044668235
923,1947.12,15.03,0.84,1.61,23.4,1947.96,2.42,175.35,9.8,10194.89,18.78,"1,092.07",10.68,13.82,11.91%,1.0,10.97,14.28%,0.10%,14.18%,10194.89,1092.07,11.91,14.28,0.1,14.18,194796,,1.61,18.78,16.395333333333333,10.695116496564063
924,1948.01,14.83,0.84,1.64,23.7,1948.04,2.44,170.83,9.71,9978.97,18.93,"1,105.78",10.42,13.47,12.41%,1.0,10.83,14.71%,0.28%,14.43%,9978.97,1105.78,12.41,14.71,0.28,14.43,194804,,1.64,18.93,16.38058333333333,10.428810532795437
925,1948.02,14.1,0.85,1.68,23.5,1948.12,2.43,163.8,9.84,9616.38,19.48,"1,143.51",10.0,12.92,12.81%,1.0,10.96,15.22%,0.23%,14.99%,9616.38,1143.51,12.81,15.22,0.23,14.99,194812,,1.68,19.48,16.37783333333333,10.001322926313007
926,1948.03,14.3,0.85,1.71,23.4,1948.21,2.42,166.84,9.92,9842.98,19.95,"1,177.03",10.19,13.16,12.59%,1.0,11.04,15.14%,0.17%,14.97%,9842.98,1177.03,12.59,15.14,0.17,14.97,194821,,1.71,19.95,16.387583333333332,10.180878815770072
927,1948.04,15.4,0.85,1.76,23.8,1948.29,2.41,176.65,9.75,10469.92,20.19,"1,196.56",10.78,13.91,12.17%,1.0,10.88,14.50%,0.38%,14.11%,10469.92,1196.56,12.17,14.5,0.38,14.11,194829,,1.76,20.19,16.411083333333334,10.764066966937994
