Date,P,D,E,CPI,Date Fraction,Long Interest Rate GS10,Real Price,Real Dividend,Real TR Price ,Real Earnings,Real TR Scaled  Earnings ,CAPE,TR CAPE,Excess CAPE Yield,Monthly Total Bond Returns,Real Total BondReturns,10 year anualized stock real return,10 year annualized Real Return,Real 10 year excess annualizedReturns,Real TR Price  float,Real TR Scaled  Earnings  float,Excess CAPE Yield float,10 year anualized stock real return float,10 year annualized Real Return float,Real 10 year excess annualizedReturns float
1998.09,1020.64,16.14,38.09,163.6,1998.71,4.81,1703.16,26.93,712121.12,63.56,"26,576.16",33.53,37.21,1.34%,1.03,30.96,0.46%,2.69%,-2.23%,712121.12,26576.16,1.34,0.46,2.69,-2.23
1998.1,1032.47,16.17,37.96,164.0,1998.79,4.53,1718.7,26.91,719555.83,63.2,"26,457.63",33.77,37.44,1.59%,0.98,31.7,-1.79%,2.48%,-4.27%,719555.83,26457.63,1.59,-1.79,2.48,-4.27
1998.11,1144.43,16.18,37.84,164.0,1998.87,4.83,1905.08,26.94,798523.62,62.98,"26,400.48",37.37,41.38,0.99%,1.02,31.07,-3.49%,3.15%,-6.64%,798523.62,26400.48,0.99,-3.49,3.15,-6.64
1998.12,1190.05,16.2,37.71,163.9,1998.96,4.65,1982.23,26.98,831804.04,62.81,"26,357.99",38.82,42.93,1.05%,1.0,31.66,-3.82%,4.06%,-7.88%,831804.04,26357.99,1.05,-3.82,4.06,-7.88
1999.01,1248.77,16.28,37.93,164.3,1999.04,4.72,2074.97,27.06,871668.44,63.03,"26,478.29",40.58,44.81,0.84%,0.98,31.53,-4.41%,3.99%,-8.40%,871668.44,26478.29,0.84,-4.41,3.99,-8.4
1999.02,1246.58,16.37,38.16,164.5,1999.12,5.0,2068.82,27.16,870032.72,63.32,"26,630.90",40.4,44.56,0.54%,0.99,30.92,-5.10%,3.84%,-8.94%,870032.72,26630.9,0.54,-5.1,3.84,-8.94
1999.03,1281.66,16.45,38.38,165.0,1999.21,5.23,2120.59,27.22,892759.50,63.5,"26,734.16",41.36,45.55,0.23%,1.01,30.41,-5.92%,4.06%,-9.98%,892759.5,26734.16,0.23,-5.92,4.06,-9.98
1999.04,1334.76,16.45,39.26,166.2,1999.29,5.18,2192.5,27.02,923982.11,64.49,"27,177.57",42.7,46.97,0.21%,0.98,30.44,-5.18%,3.95%,-9.12%,923982.11,27177.57,0.21,-5.18,3.95,-9.12
1999.05,1332.07,16.45,40.14,166.2,1999.37,5.54,2188.08,27.02,923068.92,65.93,"27,815.34",42.56,46.75,-0.20%,0.98,29.74,-4.58%,3.87%,-8.45%,923068.92,27815.34,-0.2,-4.58,3.87,-8.45
1999.06,1322.55,16.45,41.02,166.2,1999.46,5.9,2172.44,27.02,917421.89,67.38,"28,454.61",42.18,46.27,-0.57%,1.01,29.07,-4.33%,3.66%,-8.00%,917421.89,28454.61,-0.57,-4.33,3.66,-8.0
1999.07,1380.99,16.51,42.0,166.7,1999.54,5.79,2261.63,27.04,956038.75,68.78,"29,075.97",43.83,48.01,-0.54%,0.99,29.37,-4.59%,3.75%,-8.34%,956038.75,29075.97,-0.54,-4.59,3.75,-8.34
1999.08,1327.49,16.58,42.98,167.1,1999.62,5.94,2168.81,27.08,917755.64,70.22,"29,714.07",41.93,45.87,-0.58%,1.01,29.11,-3.47%,3.82%,-7.29%,917755.64,29714.07,-0.58,-3.47,3.82,-7.29
1999.09,1318.17,16.64,43.96,167.9,1999.71,5.92,2143.33,27.06,907924.22,71.48,"30,278.61",41.32,45.15,-0.51%,0.99,29.16,-3.03%,3.99%,-7.02%,907924.22,30278.61,-0.51,-3.03,3.99,-7.02
1999.1,1300.01,16.66,45.36,168.2,1999.79,6.11,2110.03,27.04,894773.34,73.63,"31,222.76",40.55,44.26,-0.68%,1.01,28.84,-2.66%,4.13%,-6.80%,894773.34,31222.76,-0.68,-2.66,4.13,-6.8
1999.11,1391.0,16.67,46.77,168.3,1999.87,6.03,2256.37,27.05,957787.01,75.86,"32,201.66",43.21,47.09,-0.77%,0.99,29.14,-3.13%,4.04%,-7.17%,957787.01,32201.66,-0.77,-3.13,4.04,-7.17
1999.12,1428.68,16.69,48.17,168.3,1999.96,6.28,2317.49,27.07,984689.62,78.14,"33,200.23",44.2,48.11,-1.09%,0.98,28.75,-3.17%,4.06%,-7.23%,984689.62,33200.23,-1.09,-3.17,4.06,-7.23
2000.01,1425.59,16.71,49.1,168.8,2000.04,6.66,2305.63,27.03,980606.58,79.4,"33,771.64",43.77,47.59,-1.52%,1.02,28.03,-3.03%,4.20%,-7.23%,980606.58,33771.64,-1.52,-3.03,4.2,-7.23
2000.02,1388.87,16.74,50.02,169.8,2000.12,6.52,2233.01,26.91,950675.76,80.43,"34,240.76",42.19,45.81,-1.28%,1.02,28.3,-3.02%,4.16%,-7.18%,950675.76,34240.76,-1.28,-3.02,4.16,-7.18
2000.03,1442.21,16.76,50.95,171.2,2000.21,6.26,2299.81,26.73,980062.17,81.25,"34,623.37",43.22,46.88,-1.05%,1.03,28.76,-2.79%,3.95%,-6.75%,980062.17,34623.37,-1.05,-2.79,3.95,-6.75
2000.04,1461.36,16.74,51.27,171.3,2000.29,5.99,2328.99,26.68,993443.36,81.71,"34,855.99",43.53,47.16,-0.81%,0.97,29.47,-2.55%,3.61%,-6.16%,993443.36,34855.99,-0.81,-2.55,3.61,-6.16
2000.05,1418.48,16.72,51.6,171.5,2000.37,6.44,2258.01,26.62,964114.78,82.13,"35,069.31",41.97,45.41,-1.18%,1.03,28.62,-2.86%,4.31%,-7.17%,964114.78,35069.31,-1.18,-2.86,4.31,-7.17
2000.06,1461.96,16.7,51.92,172.4,2000.46,6.1,2315.08,26.45,989420.93,82.22,"35,138.26",42.78,46.25,-0.89%,1.01,29.34,-3.45%,4.28%,-7.73%,989420.93,35138.26,-0.89,-3.45,4.28,-7.73
2000.07,1473.0,16.58,52.51,172.8,2000.54,6.05,2327.16,26.2,995518.03,82.96,"35,490.81",42.76,46.17,-0.86%,1.02,29.53,-3.53%,4.41%,-7.93%,995518.03,35490.81,-0.86,-3.53,4.41,-7.93
2000.08,1485.46,16.47,53.11,172.8,2000.62,5.83,2346.85,26.02,1004866.45,83.9,"35,924.97",42.87,46.24,-0.74%,1.01,30.16,-3.55%,4.47%,-8.02%,1004866.45,35924.97,-0.74,-3.55,4.47,-8.02
2000.09,1468.05,16.35,53.7,173.7,2000.71,5.8,2307.32,25.7,988860.51,84.4,"36,171.66",41.9,45.15,-0.68%,1.01,30.22,-3.08%,4.52%,-7.59%,988860.51,36171.66,-0.68,-3.08,4.52,-7.59
2000.1,1390.14,16.32,52.47,174.0,2000.79,5.74,2181.11,25.61,935681.52,82.32,"35,314.49",39.37,42.38,-0.52%,1.01,30.45,-2.11%,4.55%,-6.66%,935681.52,35314.49,-0.52,-2.11,4.55,-6.66
2000.11,1378.04,16.3,51.23,174.1,2000.87,5.72,2160.88,25.55,927918.00,80.34,"34,498.51",38.78,41.71,-0.47%,1.04,30.63,-1.80%,4.30%,-6.10%,927918.0,34498.51,-0.47,-1.8,4.3,-6.1
2000.12,1330.93,16.27,50.0,174.0,2000.96,5.24,2088.21,25.53,897624.52,78.45,"33,721.70",37.27,40.06,0.10%,1.01,31.93,-1.13%,3.40%,-4.53%,897624.52,33721.7,0.1,-1.13,3.4,-4.53
2001.01,1335.63,16.17,48.48,175.1,2001.04,5.16,2082.42,25.21,896038.55,75.59,"32,523.94",36.98,39.71,0.21%,1.01,32.06,-0.82%,3.25%,-4.07%,896038.55,32523.94,0.21,-0.82,3.25,-4.07
2001.02,1305.75,16.07,46.96,175.8,2001.12,5.1,2027.72,24.96,873399.67,72.93,"31,410.95",35.83,38.46,0.38%,1.02,32.22,-0.30%,3.02%,-3.32%,873399.67,31410.95,0.38,-0.3,3.02,-3.32
2001.03,1185.85,15.97,45.44,176.2,2001.21,4.89,1837.35,24.74,792287.55,70.4,"30,359.27",32.33,34.68,0.90%,0.98,32.81,0.46%,2.90%,-2.44%,792287.55,30359.27,0.9,0.46,2.9,-2.44
2001.04,1189.84,15.88,42.56,176.9,2001.29,5.14,1836.23,24.5,792688.14,65.68,"28,351.85",32.17,34.5,0.69%,0.99,32.18,0.61%,3.02%,-2.41%,792688.14,28351.85,0.69,0.61,3.02,-2.41
2001.05,1270.37,15.78,39.67,177.7,2001.37,5.39,1951.69,24.25,843400.48,60.95,"26,339.18",34.07,36.52,0.29%,1.01,31.56,0.01%,3.46%,-3.45%,843400.48,26339.18,0.29,0.01,3.46,-3.45
2001.06,1238.71,15.69,36.79,178.0,2001.46,5.28,1899.84,24.06,821861.91,56.43,"24,409.51",33.07,35.43,0.47%,1.01,31.92,-0.09%,3.53%,-3.62%,821861.91,24409.51,0.47,-0.09,3.53,-3.62
2001.07,1204.45,15.71,33.96,177.5,2001.54,5.24,1852.5,24.16,802252.96,52.24,"22,622.10",32.16,34.45,0.55%,1.03,32.24,0.45%,3.44%,-2.99%,802252.96,22622.1,0.55,0.45,3.44,-2.99
2001.08,1178.5,15.72,31.14,177.5,2001.62,4.97,1812.59,24.18,785841.08,47.89,"20,762.39",31.4,33.63,0.87%,1.02,33.07,-0.47%,3.80%,-4.27%,785841.08,20762.39,0.87,-0.47,3.8,-4.27
2001.09,1044.64,15.74,28.31,178.3,2001.71,4.73,1599.49,24.1,694326.54,43.35,"18,816.42",27.67,29.63,1.54%,1.02,33.68,0.67%,3.91%,-3.23%,694326.54,18816.42,1.54,0.67,3.91,-3.23
2001.1,1076.59,15.74,27.1,177.7,2001.79,4.57,1653.98,24.18,718853.14,41.64,"18,097.25",28.58,30.61,1.53%,1.0,34.36,0.64%,3.58%,-2.94%,718853.14,18097.25,1.53,0.64,3.58,-2.94
2001.11,1129.68,15.74,25.9,177.4,2001.87,4.65,1738.48,24.22,756454.92,39.85,"17,340.89",30.01,32.14,1.24%,0.97,34.33,0.32%,3.74%,-3.43%,756454.92,17340.89,1.24,0.32,3.74,-3.43
2001.12,1144.93,15.74,24.69,176.7,2001.96,5.09,1768.93,24.32,770585.57,38.15,"16,617.40",30.5,32.68,0.70%,1.01,33.42,0.31%,4.09%,-3.78%,770585.57,16617.4,0.7,0.31,4.09,-3.78
2002.01,1140.21,15.74,24.69,177.1,2002.04,5.04,1757.66,24.26,766556.16,38.07,"16,601.18",30.28,32.45,0.78%,1.01,33.61,0.79%,4.01%,-3.23%,766556.16,16601.18,0.78,0.79,4.01,-3.23
2002.02,1100.67,15.73,24.7,177.8,2002.12,4.91,1690.02,24.16,737938.36,37.92,"16,557.75",29.09,31.18,1.05%,0.98,33.96,1.54%,3.88%,-2.34%,737938.36,16557.75,1.05,1.54,3.88,-2.34
2002.03,1153.79,15.73,24.7,178.8,2002.21,5.28,1761.68,24.02,770099.95,37.71,"16,486.08",30.29,32.48,0.55%,1.01,32.95,1.32%,3.95%,-2.62%,770099.95,16486.08,0.55,1.32,3.95,-2.62
2002.04,1111.93,15.83,25.38,179.8,2002.29,5.21,1688.32,24.04,738908.46,38.54,"16,865.72",29.01,31.1,0.81%,1.01,33.09,1.71%,4.00%,-2.29%,738908.46,16865.72,0.81,1.71,4.0,-2.29
2002.05,1079.25,15.94,26.06,179.8,2002.37,5.16,1638.7,24.2,718074.22,39.57,"17,338.91",28.13,30.17,0.95%,1.02,33.36,1.69%,4.18%,-2.49%,718074.22,17338.91,0.95,1.69,4.18,-2.49
2002.06,1014.02,16.04,26.74,179.9,2002.46,4.93,1538.8,24.34,675187.55,40.58,"17,804.89",26.39,28.32,1.38%,1.03,34.08,2.22%,4.16%,-1.94%,675187.55,17804.89,1.38,2.22,4.16,-1.94
2002.07,903.59,15.96,27.84,180.1,2002.54,4.65,1369.7,24.19,601873.94,42.2,"18,544.00",23.46,25.19,2.13%,1.04,34.94,3.71%,4.01%,-0.30%,601873.94,18544.0,2.13,3.71,4.01,-0.3
2002.08,912.55,15.88,28.94,180.7,2002.62,4.26,1378.69,23.99,606702.37,43.72,"19,240.55",23.59,25.34,2.50%,1.04,36.06,3.92%,3.50%,0.42%,606702.37,19240.55,2.5,3.92,3.5,0.42
2002.09,867.81,15.8,30.04,181.0,2002.71,3.87,1308.92,23.83,576874.94,45.31,"19,969.03",22.37,24.03,3.11%,1.0,37.28,4.71%,3.09%,1.62%,576874.94,19969.03,3.11,4.71,3.09,1.62
2002.1,854.63,15.89,29.22,181.3,2002.79,3.94,1286.91,23.93,568052.28,44.0,"19,424.06",21.96,23.61,3.10%,0.99,37.12,4.85%,3.12%,1.73%,568052.28,19424.06,3.1,4.85,3.12,1.73
2002.11,909.93,15.98,28.41,181.3,2002.87,4.05,1370.18,24.06,605694.00,42.77,"18,908.87",23.35,25.11,2.71%,1.01,36.91,3.93%,3.34%,0.59%,605694.0,18908.87,2.71,3.93,3.34,0.59
2002.12,899.18,16.07,27.59,180.9,2002.96,4.03,1356.99,24.25,600755.13,41.64,"18,433.28",23.1,24.86,2.76%,1.0,37.18,4.27%,3.24%,1.03%,600755.13,18433.28,2.76,4.27,3.24,1.03
2003.01,895.84,16.12,28.5,181.7,2003.04,4.05,1345.99,24.22,596781.96,42.82,"18,985.85",22.9,24.65,2.77%,1.02,37.08,4.74%,3.07%,1.67%,596781.96,18985.85,2.77,4.74,3.07,1.67
2003.02,837.03,16.17,29.41,183.1,2003.12,3.9,1248.02,24.11,554231.79,43.85,"19,473.56",21.21,22.85,3.31%,1.01,37.37,5.68%,2.86%,2.82%,554231.79,19473.56,3.31,5.68,2.86,2.82
2003.03,846.63,16.22,30.32,184.2,2003.21,3.81,1254.79,24.04,558130.29,44.94,"19,988.08",21.31,22.97,3.40%,0.99,37.55,5.86%,2.82%,3.04%,558130.29,19988.08,3.4,5.86,2.82,3.04
2003.04,890.03,16.2,31.73,183.8,2003.29,3.96,1321.99,24.07,588910.20,47.13,"20,994.93",22.43,24.19,2.97%,1.04,37.29,5.46%,3.10%,2.35%,588910.2,20994.93,2.97,5.46,3.1,2.35
2003.05,935.96,16.19,33.14,183.5,2003.37,3.57,1392.48,24.08,621207.38,49.3,"21,995.40",23.59,25.45,3.11%,1.02,38.69,5.35%,2.56%,2.79%,621207.38,21995.4,3.11,5.35,2.56,2.79
2003.06,988.0,16.17,34.55,183.7,2003.46,3.33,1468.3,24.03,655926.37,51.35,"22,937.51",24.83,26.8,3.13%,0.95,39.54,4.63%,1.99%,2.64%,655926.37,22937.51,3.13,4.63,1.99,2.64
2003.07,992.54,16.31,35.89,183.9,2003.54,3.98,1473.44,24.21,659125.17,53.28,"23,836.02",24.87,26.84,2.49%,0.97,37.51,4.92%,2.29%,2.62%,659125.17,23836.02,2.49,4.92,2.29,2.62
2003.08,989.53,16.45,37.24,184.6,2003.62,4.45,1463.41,24.33,655541.37,55.07,"24,668.45",24.64,26.61,2.07%,1.02,36.08,4.99%,2.56%,2.43%,655541.37,24668.45,2.07,4.99,2.56,2.43
2003.09,1019.44,16.59,38.58,185.2,2003.71,4.27,1502.75,24.46,674081.01,56.87,"25,510.13",25.24,27.26,2.16%,1.0,36.62,4.81%,2.35%,2.45%,674081.01,25510.13,2.16,4.81,2.35,2.45
2003.1,1038.73,16.86,41.97,185.0,2003.79,4.29,1532.85,24.88,688508.44,61.93,"27,817.05",25.68,27.74,2.02%,1.0,36.73,4.83%,2.54%,2.29%,688508.44,27817.05,2.02,4.83,2.54,2.29
2003.11,1049.9,17.12,45.35,184.5,2003.87,4.3,1553.53,25.34,698746.66,67.11,"30,184.29",25.95,28.03,1.94%,1.01,36.93,5.10%,2.44%,2.66%,698746.66,30184.29,1.94,5.1,2.44,2.66
2003.12,1080.64,17.39,48.74,184.3,2003.96,4.27,1600.75,25.76,720951.24,72.2,"32,516.99",26.64,28.78,1.86%,1.01,37.2,4.93%,2.23%,2.69%,720951.24,32516.99,1.86,4.93,2.23,2.69
2004.01,1132.52,17.6,49.83,185.2,2004.04,4.15,1669.45,25.94,752865.09,73.45,"33,123.26",27.66,29.88,1.86%,1.01,37.51,4.53%,2.17%,2.37%,752865.09,33123.26,1.86,4.53,2.17,2.37
2004.02,1143.36,17.81,50.91,186.2,2004.12,4.08,1676.37,26.11,756970.51,74.65,"33,707.57",27.65,29.87,1.95%,1.02,37.65,4.43%,2.25%,2.18%,756970.51,33707.57,1.95,4.43,2.25,2.18
2004.03,1123.98,18.02,52.0,187.4,2004.21,3.83,1637.41,26.25,740362.61,75.75,"34,252.26",26.89,29.04,2.33%,0.96,38.3,4.87%,2.02%,2.85%,740362.61,34252.26,2.33,4.87,2.02,2.85
2004.04,1133.36,18.21,53.38,188.0,2004.29,4.35,1645.8,26.45,745155.18,77.52,"35,098.17",26.9,29.06,1.83%,0.97,36.71,4.79%,2.45%,2.34%,745155.18,35098.17,1.83,4.79,2.45,2.34
2004.05,1102.78,18.41,54.77,189.1,2004.37,4.72,1592.08,26.57,721834.61,79.07,"35,848.02",25.9,27.98,1.66%,1.0,35.56,5.25%,2.90%,2.35%,721834.61,35848.02,1.66,5.25,2.9,2.35
2004.06,1132.76,18.6,56.15,189.7,2004.46,4.73,1630.19,26.77,740124.49,80.81,"36,687.37",26.4,28.52,1.57%,1.02,35.56,5.30%,2.87%,2.43%,740124.49,36687.37,1.57,5.3,2.87,2.43
2004.07,1105.85,18.79,56.69,189.4,2004.54,4.5,1593.98,27.08,724710.99,81.71,"37,151.39",25.7,27.76,1.86%,1.02,36.41,5.68%,2.71%,2.97%,724710.99,37151.39,1.86,5.68,2.71,2.97
2004.08,1088.94,18.97,57.23,189.5,2004.62,4.28,1568.78,27.33,714288.18,82.45,"37,539.91",25.17,27.19,2.13%,1.02,37.17,5.81%,2.64%,3.17%,714288.18,37539.91,2.13,5.81,2.64,3.17
2004.09,1117.66,19.16,57.77,189.9,2004.71,4.13,1606.76,27.54,732627.90,83.05,"37,868.33",25.67,27.73,2.19%,1.01,37.68,5.72%,2.41%,3.30%,732627.9,37868.33,2.19,5.72,2.41,3.3
2004.1,1117.21,19.25,58.03,190.9,2004.79,4.1,1597.7,27.53,729542.91,82.99,"37,893.84",25.41,27.45,2.31%,1.0,37.7,5.50%,2.66%,2.84%,729542.91,37893.84,2.31,5.5,2.66,2.84
2004.11,1168.94,19.35,58.29,191.0,2004.87,4.19,1670.81,27.65,763975.42,83.32,"38,096.16",26.47,28.58,2.05%,1.0,37.54,5.66%,2.76%,2.90%,763975.42,38096.16,2.05,5.66,2.76,2.9
2004.12,1199.21,19.44,58.55,190.3,2004.96,4.23,1720.38,27.89,787704.40,84.0,"38,458.73",27.14,29.31,1.88%,1.0,37.68,5.46%,2.90%,2.56%,787704.4,38458.73,1.88,5.46,2.9,2.56
2005.01,1181.41,19.7,59.11,190.7,2005.04,4.22,1691.29,28.21,775460.96,84.62,"38,796.79",26.59,28.71,1.95%,1.01,37.77,5.56%,3.25%,2.31%,775460.96,38796.79,1.95,5.56,3.25,2.31
2005.02,1199.63,19.97,59.66,191.8,2005.12,4.17,1707.52,28.42,783990.24,84.92,"38,991.58",26.74,28.87,2.00%,0.98,37.83,5.70%,3.11%,2.59%,783990.24,38991.58,2.0,5.7,3.11,2.59
2005.03,1194.9,20.23,60.22,193.3,2005.21,4.5,1687.59,28.57,775932.50,85.05,"39,105.08",26.34,28.43,1.77%,1.02,36.68,5.75%,3.33%,2.42%,775932.5,39105.08,1.77,5.75,3.33,2.42
2005.04,1164.43,20.46,61.23,194.6,2005.29,4.34,1633.57,28.71,752194.81,85.9,"39,555.32",25.41,27.43,2.10%,1.02,37.04,6.15%,3.32%,2.83%,752194.81,39555.32,2.1,6.15,3.32,2.83
2005.05,1178.28,20.7,62.25,194.4,2005.37,4.14,1654.7,29.07,763039.94,87.42,"40,310.19",25.65,27.69,2.24%,1.01,37.82,6.05%,2.83%,3.22%,763039.94,40310.19,2.24,6.05,2.83,3.22
2005.06,1202.25,20.93,63.26,194.5,2005.46,4.0,1687.5,29.38,779291.25,88.79,"41,004.75",26.07,28.14,2.30%,0.99,38.36,5.74%,2.52%,3.22%,779291.25,41004.75,2.3,5.74,2.52,3.22
2005.07,1222.24,21.11,64.33,195.4,2005.54,4.18,1707.65,29.49,789734.63,89.88,"41,566.00",26.29,28.37,2.13%,1.0,37.75,5.59%,2.74%,2.85%,789734.63,41566.0,2.13,5.59,2.74,2.85
2005.08,1224.27,21.29,65.4,196.4,2005.62,4.26,1701.78,29.59,788159.08,90.91,"42,103.13",26.1,28.17,2.11%,1.01,37.45,5.37%,2.99%,2.38%,788159.08,42103.13,2.11,5.37,2.99,2.38
2005.09,1225.92,21.47,66.47,198.8,2005.71,4.2,1683.5,29.48,780831.41,91.28,"42,337.07",25.73,27.76,2.33%,0.98,37.31,5.00%,3.06%,1.93%,780831.41,42337.07,2.33,5.0,3.06,1.93
2005.1,1191.96,21.72,67.59,199.2,2005.79,4.46,1633.58,29.77,758827.13,92.63,"43,029.23",24.88,26.84,2.19%,1.0,36.59,5.75%,3.38%,2.37%,758827.13,43029.23,2.19,5.75,3.38,2.37
2005.11,1237.37,21.97,68.71,197.6,2005.87,4.54,1709.54,30.35,795289.52,94.93,"44,161.68",25.93,27.98,1.87%,1.01,36.79,5.58%,3.19%,2.39%,795289.52,44161.68,1.87,5.58,3.19,2.39
2005.12,1262.07,22.22,69.83,196.8,2005.96,4.47,1750.76,30.82,815657.22,96.87,"45,130.10",26.44,28.53,1.83%,1.01,37.28,5.23%,3.12%,2.11%,815657.22,45130.1,1.83,5.23,3.12,2.11
2006.01,1278.73,22.41,70.78,198.3,2006.04,4.42,1760.45,30.85,821370.64,97.44,"45,462.20",26.47,28.55,1.89%,0.99,37.29,4.45%,3.26%,1.18%,821370.64,45462.2,1.89,4.45,3.26,1.18
2006.02,1276.65,22.59,71.72,198.7,2006.12,4.57,1754.05,31.04,819590.73,98.54,"46,045.34",26.25,28.31,1.76%,0.99,36.91,4.40%,3.67%,0.74%,819590.73,46045.34,1.76,4.4,3.67,0.74
2006.03,1293.74,22.78,72.67,199.8,2006.21,4.72,1767.74,31.13,827201.58,99.29,"46,464.31",26.33,28.4,1.60%,0.98,36.41,4.91%,3.67%,1.23%,827201.58,46464.31,1.6,4.91,3.67,1.23
2006.04,1302.17,23.0,73.28,201.5,2006.29,4.99,1764.25,31.16,826782.43,99.28,"46,525.31",26.15,28.2,1.41%,0.99,35.48,5.16%,3.98%,1.17%,826782.43,46525.31,1.41,5.16,3.98,1.17
2006.05,1290.01,23.22,73.88,202.5,2006.37,5.11,1739.14,31.3,816239.49,99.61,"46,748.86",25.65,27.66,1.39%,1.0,35.12,5.22%,4.06%,1.15%,816239.49,46748.86,1.39,5.22,4.06,1.15
2006.06,1253.17,23.44,74.49,202.9,2006.46,5.11,1686.15,31.54,792599.71,100.23,"47,113.12",24.75,26.69,1.55%,1.01,35.2,5.60%,4.18%,1.42%,792599.71,47113.12,1.55,5.6,4.18,1.42
2006.07,1260.24,23.66,75.85,203.5,2006.54,5.09,1690.66,31.74,795964.58,101.76,"47,906.68",24.7,26.63,1.59%,1.02,35.3,5.92%,4.32%,1.60%,795964.58,47906.68,1.59,5.92,4.32,1.6
2006.08,1287.15,23.88,77.21,203.9,2006.62,4.88,1723.37,31.97,812620.46,103.38,"48,745.23",25.05,27.02,1.74%,1.02,35.96,5.82%,4.07%,1.75%,812620.46,48745.23,1.74,5.82,4.07,1.75
2006.09,1317.74,24.1,78.57,202.9,2006.71,4.72,1773.03,32.43,837307.33,105.72,"49,924.29",25.64,27.66,1.73%,1.0,36.75,5.43%,3.77%,1.66%,837307.33,49924.29,1.73,5.43,3.77,1.66
2006.1,1363.38,24.36,79.55,201.8,2006.79,4.73,1844.43,32.96,872326.63,107.62,"50,898.20",26.54,28.62,1.50%,1.01,37.06,4.93%,3.56%,1.38%,872326.63,50898.2,1.5,4.93,3.56,1.38
2006.11,1388.64,24.62,80.53,201.5,2006.87,4.6,1881.4,33.36,891126.12,109.11,"51,678.18",26.93,29.03,1.54%,1.01,37.65,4.85%,3.07%,1.78%,891126.12,51678.18,1.54,4.85,3.07,1.78
2006.12,1416.42,24.88,81.51,201.8,2006.96,4.56,1916.19,33.66,908930.53,110.27,"52,305.76",27.28,29.41,1.54%,0.99,37.86,5.04%,2.71%,2.34%,908930.53,52305.76,1.54,5.04,2.71,2.34
2007.01,1424.16,25.08,82.06,202.42,2007.04,4.76,1920.8,33.83,912453.43,110.67,"52,573.37",27.21,29.33,1.35%,1.01,37.29,5.09%,2.88%,2.22%,912453.43,52573.37,1.35,5.09,2.88,2.22
2007.02,1444.8,25.29,82.6,203.5,2007.12,4.72,1938.26,33.92,922093.94,110.82,"52,718.74",27.32,29.44,1.40%,1.02,37.35,5.22%,2.86%,2.36%,922093.94,52718.74,1.4,5.22,2.86,2.36
2007.03,1406.95,25.49,83.15,205.35,2007.21,4.56,1870.45,33.89,891178.35,110.54,"52,668.17",26.23,28.26,1.78%,0.99,37.63,5.75%,2.74%,3.01%,891178.35,52668.17,1.78,5.75,2.74,3.01
2007.04,1463.64,25.72,83.74,206.69,2007.29,4.69,1933.26,33.97,922451.49,110.61,"52,776.70",26.98,29.07,1.60%,1.0,37.15,5.34%,3.03%,2.31%,922451.49,52776.7,1.6,5.34,3.03,2.31
2007.05,1511.14,25.94,84.33,207.95,2007.37,4.75,1983.88,34.06,947957.97,110.71,"52,901.32",27.55,29.68,1.53%,0.98,36.89,5.22%,3.11%,2.11%,947957.97,52901.32,1.53,5.22,3.11,2.11
2007.06,1514.19,26.17,84.92,208.35,2007.46,5.1,1984.04,34.29,949399.43,111.27,"53,244.97",27.42,29.53,1.20%,1.01,35.97,5.38%,3.48%,1.90%,949399.43,53244.97,1.2,5.38,3.48,1.9
2007.07,1520.71,26.44,82.81,208.3,2007.54,5.0,1993.09,34.65,955111.93,108.54,"52,012.55",27.41,29.52,1.29%,1.03,36.41,5.43%,3.26%,2.17%,955111.93,52012.55,1.29,5.43,3.26,2.17
2007.08,1454.62,26.71,80.71,207.92,2007.62,4.67,1909.97,35.07,916681.89,105.97,"50,860.25",26.15,28.16,1.76%,1.02,37.58,5.86%,3.02%,2.83%,916681.89,50860.25,1.76,5.86,3.02,2.83
2007.09,1497.12,26.98,78.6,208.49,2007.71,4.52,1960.37,35.33,942284.83,102.92,"49,470.71",26.73,28.78,1.83%,1.0,38.07,5.68%,2.86%,2.82%,942284.83,49470.71,1.83,5.68,2.86,2.82
2007.1,1539.66,27.23,74.46,208.94,2007.79,4.53,2011.77,35.58,968416.02,97.29,"46,833.88",27.32,29.42,1.73%,1.03,38.1,5.69%,2.73%,2.95%,968416.02,46833.88,1.73,5.69,2.73,2.95
2007.11,1463.39,27.48,70.32,210.18,2007.87,4.15,1900.83,35.69,916440.74,91.34,"44,037.55",25.73,27.71,2.41%,1.01,39.19,6.44%,2.48%,3.96%,916440.74,44037.55,2.41,6.44,2.48,3.96
2007.12,1479.22,27.73,66.18,210.04,2007.96,4.1,1922.68,36.04,928424.19,86.02,"41,537.51",25.96,27.96,2.43%,1.03,39.51,6.61%,2.37%,4.24%,928424.19,41537.51,2.43,6.61,2.37,4.24
2008.01,1378.76,27.92,64.25,211.08,2008.04,3.74,1783.24,36.11,862544.01,83.1,"40,194.42",24.02,25.89,3.13%,1.0,40.62,7.85%,1.89%,5.96%,862544.01,40194.42,3.13,7.85,1.89,5.96
2008.02,1354.87,28.11,62.32,211.69,2008.12,3.74,1747.26,36.25,846605.39,80.37,"38,941.34",23.5,25.33,3.23%,1.02,40.63,7.69%,1.62%,6.07%,846605.39,38941.34,3.23,7.69,1.62,6.07
2008.03,1316.94,28.3,60.39,213.53,2008.21,3.51,1683.75,36.18,817293.57,77.21,"37,478.06",22.61,24.38,3.70%,0.99,41.18,8.05%,1.50%,6.55%,817293.57,37478.06,3.7,8.05,1.5,6.55
